ID,대출등급
TEST_06688,E
TEST_06689,C
TEST_06690,C
TEST_06691,B
TEST_06692,D
TEST_06693,C
TEST_06694,C
TEST_06695,B
TEST_06696,C
TEST_06697,D
TEST_06698,A
TEST_06699,A
TEST_06700,C
TEST_06701,C
TEST_06702,A
TEST_06703,C
TEST_06704,B
TEST_06705,C
TEST_06706,C
TEST_06707,A
TEST_06708,B
TEST_06709,B
TEST_06710,B
TEST_06711,B
TEST_06712,E
TEST_06713,B
TEST_06714,D
TEST_06715,C
TEST_06716,C
TEST_06717,C
TEST_06718,C
TEST_06719,B
TEST_06720,B
TEST_06721,C
TEST_06722,A
TEST_06723,C
TEST_06724,D
TEST_06725,B
TEST_06726,C
TEST_06727,C
TEST_06728,B
TEST_06729,B
TEST_06730,B
TEST_06731,B
TEST_06732,E
TEST_06733,A
TEST_06734,B
TEST_06735,B
TEST_06736,D
TEST_06737,B
TEST_06738,B
TEST_06739,B
TEST_06740,B
TEST_06741,D
TEST_06742,C
TEST_06743,C
TEST_06744,B
TEST_06745,C
TEST_06746,C
TEST_06747,C
TEST_06748,B
TEST_06749,A
TEST_06750,B
TEST_06751,B
TEST_06752,D
TEST_06753,C
TEST_06754,A
TEST_06755,B
TEST_06756,B
TEST_06757,A
TEST_06758,B
TEST_06759,C
TEST_06760,B
TEST_06761,B
TEST_06762,A
TEST_06763,A
TEST_06764,C
TEST_06765,A
TEST_06766,B
TEST_06767,E
TEST_06768,A
TEST_06769,D
TEST_06770,B
TEST_06771,C
TEST_06772,A
TEST_06773,A
TEST_06774,D
TEST_06775,C
TEST_06776,F
TEST_06777,A
TEST_06778,D
TEST_06779,B
TEST_06780,A
TEST_06781,B
TEST_06782,D
TEST_06783,C
TEST_06784,F
TEST_06785,C
TEST_06786,C
TEST_06787,D
TEST_06788,A
TEST_06789,C
TEST_06790,A
TEST_06791,C
TEST_06792,C
TEST_06793,C
TEST_06794,B
TEST_06795,C
TEST_06796,D
TEST_06797,C
TEST_06798,B
TEST_06799,B
TEST_06800,C
TEST_06801,B
TEST_06802,C
TEST_06803,D
TEST_06804,D
TEST_06805,B
TEST_06806,A
TEST_06807,C
TEST_06808,B
TEST_06809,A
TEST_06810,B
TEST_06811,E
TEST_06812,C
TEST_06813,A
TEST_06814,F
TEST_06815,B
TEST_06816,D
TEST_06817,C
TEST_06818,C
TEST_06819,D
TEST_06820,C
TEST_06821,C
TEST_06822,B
TEST_06823,B
TEST_06824,C
TEST_06825,B
TEST_06826,B
TEST_06827,B
TEST_06828,A
TEST_06829,E
TEST_06830,A
TEST_06831,A
TEST_06832,C
TEST_06833,E
TEST_06834,B
TEST_06835,B
TEST_06836,C
TEST_06837,B
TEST_06838,D
TEST_06839,C
TEST_06840,C
TEST_06841,D
TEST_06842,B
TEST_06843,B
TEST_06844,B
TEST_06845,B
TEST_06846,E
TEST_06847,A
TEST_06848,C
TEST_06849,D
TEST_06850,A
TEST_06851,A
TEST_06852,D
TEST_06853,B
TEST_06854,E
TEST_06855,C
TEST_06856,A
TEST_06857,D
TEST_06858,C
TEST_06859,B
TEST_06860,B
TEST_06861,A
TEST_06862,E
TEST_06863,B
TEST_06864,C
TEST_06865,D
TEST_06866,B
TEST_06867,B
TEST_06868,A
TEST_06869,F
TEST_06870,B
TEST_06871,B
TEST_06872,A
TEST_06873,C
TEST_06874,C
TEST_06875,E
TEST_06876,D
TEST_06877,B
TEST_06878,B
TEST_06879,B
TEST_06880,A
TEST_06881,B
TEST_06882,B
TEST_06883,B
TEST_06884,C
TEST_06885,B
TEST_06886,D
TEST_06887,B
TEST_06888,C
TEST_06889,B
TEST_06890,A
TEST_06891,B
TEST_06892,A
TEST_06893,C
TEST_06894,C
TEST_06895,A
TEST_06896,C
TEST_06897,C
TEST_06898,C
TEST_06899,C
TEST_06900,B
TEST_06901,B
TEST_06902,D
TEST_06903,D
TEST_06904,B
TEST_06905,B
TEST_06906,C
TEST_06907,A
TEST_06908,A
TEST_06909,C
TEST_06910,C
TEST_06911,A
TEST_06912,D
TEST_06913,A
TEST_06914,D
TEST_06915,A
TEST_06916,A
TEST_06917,E
TEST_06918,B
TEST_06919,C
TEST_06920,E
TEST_06921,D
TEST_06922,C
TEST_06923,C
TEST_06924,B
TEST_06925,E
TEST_06926,C
TEST_06927,B
TEST_06928,A
TEST_06929,C
TEST_06930,B
TEST_06931,A
TEST_06932,F
TEST_06933,A
TEST_06934,A
TEST_06935,A
TEST_06936,D
TEST_06937,A
TEST_06938,C
TEST_06939,A
TEST_06940,B
TEST_06941,D
TEST_06942,B
TEST_06943,B
TEST_06944,B
TEST_06945,B
TEST_06946,A
TEST_06947,C
TEST_06948,B
TEST_06949,C
TEST_06950,B
TEST_06951,A
TEST_06952,B
TEST_06953,E
TEST_06954,D
TEST_06955,B
TEST_06956,B
TEST_06957,A
TEST_06958,B
TEST_06959,C
TEST_06960,D
TEST_06961,B
TEST_06962,C
TEST_06963,E
TEST_06964,B
TEST_06965,F
TEST_06966,A
TEST_06967,B
TEST_06968,B
TEST_06969,D
TEST_06970,B
TEST_06971,B
TEST_06972,C
TEST_06973,C
TEST_06974,A
TEST_06975,E
TEST_06976,D
TEST_06977,D
TEST_06978,B
TEST_06979,A
TEST_06980,A
TEST_06981,A
TEST_06982,B
TEST_06983,C
TEST_06984,A
TEST_06985,A
TEST_06986,B
TEST_06987,D
TEST_06988,C
TEST_06989,B
TEST_06990,B
TEST_06991,C
TEST_06992,A
TEST_06993,B
TEST_06994,B
TEST_06995,C
TEST_06996,A
TEST_06997,E
TEST_06998,C
TEST_06999,C
TEST_07000,C
TEST_07001,D
TEST_07002,B
TEST_07003,B
TEST_07004,B
TEST_07005,C
TEST_07006,E
TEST_07007,B
TEST_07008,C
TEST_07009,B
TEST_07010,E
TEST_07011,G
TEST_07012,B
TEST_07013,E
TEST_07014,B
TEST_07015,B
TEST_07016,C
TEST_07017,B
TEST_07018,D
TEST_07019,C
TEST_07020,B
TEST_07021,B
TEST_07022,C
TEST_07023,A
TEST_07024,D
TEST_07025,C
TEST_07026,A
TEST_07027,B
TEST_07028,C
TEST_07029,D
TEST_07030,D
TEST_07031,C
TEST_07032,A
TEST_07033,D
TEST_07034,B
TEST_07035,B
TEST_07036,D
TEST_07037,C
TEST_07038,B
TEST_07039,B
TEST_07040,C
TEST_07041,B
TEST_07042,F
TEST_07043,B
TEST_07044,B
TEST_07045,A
TEST_07046,B
TEST_07047,B
TEST_07048,D
TEST_07049,D
TEST_07050,B
TEST_07051,B
TEST_07052,D
TEST_07053,C
TEST_07054,B
TEST_07055,B
TEST_07056,D
TEST_07057,C
TEST_07058,C
TEST_07059,B
TEST_07060,C
TEST_07061,C
TEST_07062,C
TEST_07063,B
TEST_07064,C
TEST_07065,D
TEST_07066,F
TEST_07067,C
TEST_07068,B
TEST_07069,A
TEST_07070,B
TEST_07071,C
TEST_07072,C
TEST_07073,A
TEST_07074,A
TEST_07075,C
TEST_07076,C
TEST_07077,B
TEST_07078,C
TEST_07079,A
TEST_07080,A
TEST_07081,C
TEST_07082,C
TEST_07083,A
TEST_07084,B
TEST_07085,B
TEST_07086,A
TEST_07087,E
TEST_07088,B
TEST_07089,E
TEST_07090,C
TEST_07091,A
TEST_07092,A
TEST_07093,C
TEST_07094,B
TEST_07095,C
TEST_07096,B
TEST_07097,B
TEST_07098,A
TEST_07099,A
TEST_07100,C
TEST_07101,B
TEST_07102,D
TEST_07103,C
TEST_07104,D
TEST_07105,C
TEST_07106,C
TEST_07107,A
TEST_07108,C
TEST_07109,C
TEST_07110,B
TEST_07111,E
TEST_07112,A
TEST_07113,D
TEST_07114,B
TEST_07115,D
TEST_07116,D
TEST_07117,B
TEST_07118,E
TEST_07119,D
TEST_07120,E
TEST_07121,C
TEST_07122,B
TEST_07123,C
TEST_07124,C
TEST_07125,D
TEST_07126,C
TEST_07127,C
TEST_07128,C
TEST_07129,B
TEST_07130,C
TEST_07131,E
TEST_07132,C
TEST_07133,D
TEST_07134,C
TEST_07135,C
TEST_07136,E
TEST_07137,B
TEST_07138,B
TEST_07139,A
TEST_07140,A
TEST_07141,A
TEST_07142,A
TEST_07143,A
TEST_07144,A
TEST_07145,B
TEST_07146,C
TEST_07147,E
TEST_07148,E
TEST_07149,C
TEST_07150,B
TEST_07151,C
TEST_07152,C
TEST_07153,B
TEST_07154,D
TEST_07155,A
TEST_07156,E
TEST_07157,B
TEST_07158,C
TEST_07159,B
TEST_07160,D
TEST_07161,B
TEST_07162,D
TEST_07163,B
TEST_07164,A
TEST_07165,C
TEST_07166,C
TEST_07167,B
TEST_07168,C
TEST_07169,D
TEST_07170,C
TEST_07171,C
TEST_07172,A
TEST_07173,C
TEST_07174,B
TEST_07175,D
TEST_07176,B
TEST_07177,F
TEST_07178,A
TEST_07179,C
TEST_07180,B
TEST_07181,D
TEST_07182,D
TEST_07183,B
TEST_07184,D
TEST_07185,B
TEST_07186,C
TEST_07187,C
TEST_07188,C
TEST_07189,C
TEST_07190,B
TEST_07191,C
TEST_07192,B
TEST_07193,A
TEST_07194,B
TEST_07195,C
TEST_07196,G
TEST_07197,A
TEST_07198,B
TEST_07199,C
TEST_07200,B
TEST_07201,C
TEST_07202,B
TEST_07203,B
TEST_07204,B
TEST_07205,C
TEST_07206,C
TEST_07207,C
TEST_07208,E
TEST_07209,E
TEST_07210,E
TEST_07211,E
TEST_07212,C
TEST_07213,E
TEST_07214,B
TEST_07215,A
TEST_07216,A
TEST_07217,B
TEST_07218,A
TEST_07219,B
TEST_07220,C
TEST_07221,D
TEST_07222,C
TEST_07223,F
TEST_07224,A
TEST_07225,A
TEST_07226,B
TEST_07227,B
TEST_07228,C
TEST_07229,C
TEST_07230,C
TEST_07231,E
TEST_07232,B
TEST_07233,C
TEST_07234,A
TEST_07235,B
TEST_07236,C
TEST_07237,C
TEST_07238,B
TEST_07239,D
TEST_07240,B
TEST_07241,B
TEST_07242,A
TEST_07243,D
TEST_07244,C
TEST_07245,A
TEST_07246,C
TEST_07247,A
TEST_07248,D
TEST_07249,C
TEST_07250,C
TEST_07251,B
TEST_07252,C
TEST_07253,E
TEST_07254,A
TEST_07255,C
TEST_07256,C
TEST_07257,A
TEST_07258,C
TEST_07259,A
TEST_07260,E
TEST_07261,B
TEST_07262,A
TEST_07263,B
TEST_07264,F
TEST_07265,B
TEST_07266,B
TEST_07267,B
TEST_07268,B
TEST_07269,C
TEST_07270,A
TEST_07271,D
TEST_07272,B
TEST_07273,A
TEST_07274,A
TEST_07275,D
TEST_07276,D
TEST_07277,C
TEST_07278,D
TEST_07279,E
TEST_07280,A
TEST_07281,B
TEST_07282,C
TEST_07283,C
TEST_07284,E
TEST_07285,B
TEST_07286,A
TEST_07287,A
TEST_07288,C
TEST_07289,C
TEST_07290,E
TEST_07291,B
TEST_07292,C
TEST_07293,B
TEST_07294,D
TEST_07295,B
TEST_07296,C
TEST_07297,B
TEST_07298,E
TEST_07299,C
TEST_07300,A
TEST_07301,D
TEST_07302,A
TEST_07303,C
TEST_07304,A
TEST_07305,B
TEST_07306,D
TEST_07307,C
TEST_07308,A
TEST_07309,B
TEST_07310,A
TEST_07311,B
TEST_07312,B
TEST_07313,A
TEST_07314,A
TEST_07315,C
TEST_07316,C
TEST_07317,B
TEST_07318,A
TEST_07319,B
TEST_07320,C
TEST_07321,C
TEST_07322,E
TEST_07323,B
TEST_07324,C
TEST_07325,B
TEST_07326,B
TEST_07327,B
TEST_07328,B
TEST_07329,B
TEST_07330,B
TEST_07331,D
TEST_07332,E
TEST_07333,D
TEST_07334,C
TEST_07335,B
TEST_07336,D
TEST_07337,A
TEST_07338,C
TEST_07339,B
TEST_07340,A
TEST_07341,E
TEST_07342,B
TEST_07343,B
TEST_07344,E
TEST_07345,A
TEST_07346,C
TEST_07347,C
TEST_07348,C
TEST_07349,B
TEST_07350,C
TEST_07351,C
TEST_07352,C
TEST_07353,B
TEST_07354,C
TEST_07355,B
TEST_07356,C
TEST_07357,B
TEST_07358,C
TEST_07359,C
TEST_07360,D
TEST_07361,C
TEST_07362,C
TEST_07363,D
TEST_07364,E
TEST_07365,C
TEST_07366,A
TEST_07367,E
TEST_07368,B
TEST_07369,B
TEST_07370,B
TEST_07371,B
TEST_07372,C
TEST_07373,C
TEST_07374,C
TEST_07375,D
TEST_07376,C
TEST_07377,C
TEST_07378,C
TEST_07379,C
TEST_07380,A
TEST_07381,B
TEST_07382,C
TEST_07383,D
TEST_07384,B
TEST_07385,C
TEST_07386,C
TEST_07387,C
TEST_07388,C
TEST_07389,E
TEST_07390,B
TEST_07391,B
TEST_07392,A
TEST_07393,C
TEST_07394,A
TEST_07395,B
TEST_07396,A
TEST_07397,B
TEST_07398,E
TEST_07399,A
TEST_07400,B
TEST_07401,B
TEST_07402,B
TEST_07403,B
TEST_07404,B
TEST_07405,C
TEST_07406,A
TEST_07407,E
TEST_07408,A
TEST_07409,B
TEST_07410,E
TEST_07411,A
TEST_07412,C
TEST_07413,B
TEST_07414,A
TEST_07415,B
TEST_07416,B
TEST_07417,B
TEST_07418,D
TEST_07419,B
TEST_07420,A
TEST_07421,B
TEST_07422,D
TEST_07423,B
TEST_07424,C
TEST_07425,E
TEST_07426,E
TEST_07427,C
TEST_07428,E
TEST_07429,A
TEST_07430,C
TEST_07431,B
TEST_07432,A
TEST_07433,A
TEST_07434,C
TEST_07435,D
TEST_07436,B
TEST_07437,D
TEST_07438,C
TEST_07439,B
TEST_07440,B
TEST_07441,A
TEST_07442,B
TEST_07443,B
TEST_07444,B
TEST_07445,A
TEST_07446,E
TEST_07447,A
TEST_07448,E
TEST_07449,C
TEST_07450,A
TEST_07451,B
TEST_07452,E
TEST_07453,B
TEST_07454,B
TEST_07455,B
TEST_07456,D
TEST_07457,C
TEST_07458,B
TEST_07459,D
TEST_07460,C
TEST_07461,B
TEST_07462,B
TEST_07463,D
TEST_07464,F
TEST_07465,B
TEST_07466,D
TEST_07467,D
TEST_07468,D
TEST_07469,C
TEST_07470,B
TEST_07471,F
TEST_07472,B
TEST_07473,D
TEST_07474,A
TEST_07475,C
TEST_07476,E
TEST_07477,A
TEST_07478,B
TEST_07479,B
TEST_07480,D
TEST_07481,B
TEST_07482,A
TEST_07483,A
TEST_07484,C
TEST_07485,E
TEST_07486,B
TEST_07487,C
TEST_07488,B
TEST_07489,D
TEST_07490,D
TEST_07491,D
TEST_07492,C
TEST_07493,C
TEST_07494,C
TEST_07495,B
TEST_07496,C
TEST_07497,A
TEST_07498,D
TEST_07499,C
TEST_07500,B
TEST_07501,B
TEST_07502,B
TEST_07503,B
TEST_07504,C
TEST_07505,C
TEST_07506,E
TEST_07507,B
TEST_07508,D
TEST_07509,D
TEST_07510,B
TEST_07511,C
TEST_07512,C
TEST_07513,B
TEST_07514,B
TEST_07515,B
TEST_07516,B
TEST_07517,E
TEST_07518,A
TEST_07519,A
TEST_07520,A
TEST_07521,A
TEST_07522,C
TEST_07523,D
TEST_07524,C
TEST_07525,B
TEST_07526,A
TEST_07527,C
TEST_07528,C
TEST_07529,C
TEST_07530,E
TEST_07531,E
TEST_07532,A
TEST_07533,B
TEST_07534,C
TEST_07535,C
TEST_07536,B
TEST_07537,E
TEST_07538,C
TEST_07539,D
TEST_07540,D
TEST_07541,B
TEST_07542,B
TEST_07543,C
TEST_07544,C
TEST_07545,D
TEST_07546,A
TEST_07547,B
TEST_07548,A
TEST_07549,B
TEST_07550,C
TEST_07551,C
TEST_07552,F
TEST_07553,D
TEST_07554,D
TEST_07555,B
TEST_07556,A
TEST_07557,A
TEST_07558,B
TEST_07559,B
TEST_07560,C
TEST_07561,D
TEST_07562,B
TEST_07563,C
TEST_07564,B
TEST_07565,C
TEST_07566,D
TEST_07567,B
TEST_07568,A
TEST_07569,E
TEST_07570,A
TEST_07571,B
TEST_07572,B
TEST_07573,A
TEST_07574,D
TEST_07575,B
TEST_07576,D
TEST_07577,E
TEST_07578,B
TEST_07579,F
TEST_07580,C
TEST_07581,B
TEST_07582,C
TEST_07583,C
TEST_07584,C
TEST_07585,C
TEST_07586,C
TEST_07587,A
TEST_07588,C
TEST_07589,E
TEST_07590,D
TEST_07591,B
TEST_07592,B
TEST_07593,D
TEST_07594,B
TEST_07595,E
TEST_07596,A
TEST_07597,B
TEST_07598,D
TEST_07599,B
TEST_07600,D
TEST_07601,G
TEST_07602,B
TEST_07603,E
TEST_07604,B
TEST_07605,A
TEST_07606,D
TEST_07607,B
TEST_07608,C
TEST_07609,B
TEST_07610,B
TEST_07611,C
TEST_07612,A
TEST_07613,D
TEST_07614,B
TEST_07615,B
TEST_07616,D
TEST_07617,B
TEST_07618,B
TEST_07619,B
TEST_07620,B
TEST_07621,C
TEST_07622,D
TEST_07623,B
TEST_07624,C
TEST_07625,C
TEST_07626,E
TEST_07627,C
TEST_07628,C
TEST_07629,E
TEST_07630,C
TEST_07631,A
TEST_07632,C
TEST_07633,C
TEST_07634,C
TEST_07635,B
TEST_07636,D
TEST_07637,D
TEST_07638,B
TEST_07639,C
TEST_07640,A
TEST_07641,B
TEST_07642,C
TEST_07643,E
TEST_07644,C
TEST_07645,B
TEST_07646,B
TEST_07647,C
TEST_07648,B
TEST_07649,B
TEST_07650,B
TEST_07651,D
TEST_07652,C
TEST_07653,C
TEST_07654,A
TEST_07655,B
TEST_07656,C
TEST_07657,B
TEST_07658,B
TEST_07659,E
TEST_07660,D
TEST_07661,C
TEST_07662,D
TEST_07663,A
TEST_07664,B
TEST_07665,D
TEST_07666,D
TEST_07667,B
TEST_07668,C
TEST_07669,C
TEST_07670,A
TEST_07671,A
TEST_07672,A
TEST_07673,C
TEST_07674,D
TEST_07675,E
TEST_07676,B
TEST_07677,A
TEST_07678,B
TEST_07679,C
TEST_07680,D
TEST_07681,B
TEST_07682,C
TEST_07683,C
TEST_07684,D
TEST_07685,C
TEST_07686,A
TEST_07687,E
TEST_07688,E
TEST_07689,C
TEST_07690,D
TEST_07691,A
TEST_07692,B
TEST_07693,B
TEST_07694,C
TEST_07695,B
TEST_07696,B
TEST_07697,B
TEST_07698,D
TEST_07699,B
TEST_07700,C
TEST_07701,B
TEST_07702,C
TEST_07703,B
TEST_07704,B
TEST_07705,D
TEST_07706,B
TEST_07707,C
TEST_07708,C
TEST_07709,E
TEST_07710,C
TEST_07711,D
TEST_07712,B
TEST_07713,C
TEST_07714,A
TEST_07715,B
TEST_07716,A
TEST_07717,C
TEST_07718,E
TEST_07719,C
TEST_07720,C
TEST_07721,B
TEST_07722,C
TEST_07723,A
TEST_07724,A
TEST_07725,B
TEST_07726,B
TEST_07727,B
TEST_07728,A
TEST_07729,A
TEST_07730,A
TEST_07731,B
TEST_07732,B
TEST_07733,B
TEST_07734,C
TEST_07735,C
TEST_07736,C
TEST_07737,A
TEST_07738,C
TEST_07739,A
TEST_07740,B
TEST_07741,C
TEST_07742,B
TEST_07743,C
TEST_07744,D
TEST_07745,C
TEST_07746,D
TEST_07747,D
TEST_07748,B
TEST_07749,D
TEST_07750,A
TEST_07751,D
TEST_07752,C
TEST_07753,C
TEST_07754,F
TEST_07755,D
TEST_07756,B
TEST_07757,B
TEST_07758,B
TEST_07759,B
TEST_07760,F
TEST_07761,C
TEST_07762,A
TEST_07763,C
TEST_07764,B
TEST_07765,C
TEST_07766,D
TEST_07767,B
TEST_07768,A
TEST_07769,C
TEST_07770,C
TEST_07771,B
TEST_07772,C
TEST_07773,B
TEST_07774,B
TEST_07775,C
TEST_07776,C
TEST_07777,B
TEST_07778,C
TEST_07779,B
TEST_07780,D
TEST_07781,C
TEST_07782,C
TEST_07783,A
TEST_07784,D
TEST_07785,B
TEST_07786,D
TEST_07787,B
TEST_07788,C
TEST_07789,A
TEST_07790,B
TEST_07791,C
TEST_07792,F
TEST_07793,A
TEST_07794,E
TEST_07795,A
TEST_07796,D
TEST_07797,F
TEST_07798,D
TEST_07799,B
TEST_07800,D
TEST_07801,B
TEST_07802,A
TEST_07803,C
TEST_07804,C
TEST_07805,C
TEST_07806,C
TEST_07807,A
TEST_07808,A
TEST_07809,D
TEST_07810,B
TEST_07811,C
TEST_07812,D
TEST_07813,A
TEST_07814,A
TEST_07815,B
TEST_07816,B
TEST_07817,B
TEST_07818,A
TEST_07819,A
TEST_07820,D
TEST_07821,B
TEST_07822,B
TEST_07823,F
TEST_07824,C
TEST_07825,B
TEST_07826,A
TEST_07827,A
TEST_07828,D
TEST_07829,C
TEST_07830,E
TEST_07831,D
TEST_07832,A
TEST_07833,D
TEST_07834,B
TEST_07835,A
TEST_07836,E
TEST_07837,C
TEST_07838,D
TEST_07839,B
TEST_07840,D
TEST_07841,C
TEST_07842,A
TEST_07843,A
TEST_07844,C
TEST_07845,C
TEST_07846,C
TEST_07847,B
TEST_07848,B
TEST_07849,D
TEST_07850,A
TEST_07851,B
TEST_07852,B
TEST_07853,C
TEST_07854,B
TEST_07855,C
TEST_07856,B
TEST_07857,D
TEST_07858,D
TEST_07859,E
TEST_07860,A
TEST_07861,C
TEST_07862,E
TEST_07863,A
TEST_07864,A
TEST_07865,B
TEST_07866,B
TEST_07867,D
TEST_07868,E
TEST_07869,E
TEST_07870,B
TEST_07871,D
TEST_07872,E
TEST_07873,C
TEST_07874,A
TEST_07875,F
TEST_07876,C
TEST_07877,C
TEST_07878,A
TEST_07879,C
TEST_07880,B
TEST_07881,C
TEST_07882,B
TEST_07883,D
TEST_07884,A
TEST_07885,D
TEST_07886,G
TEST_07887,B
TEST_07888,B
TEST_07889,A
TEST_07890,B
TEST_07891,E
TEST_07892,C
TEST_07893,C
TEST_07894,B
TEST_07895,D
TEST_07896,A
TEST_07897,A
TEST_07898,C
TEST_07899,D
TEST_07900,C
TEST_07901,C
TEST_07902,B
TEST_07903,C
TEST_07904,F
TEST_07905,D
TEST_07906,C
TEST_07907,D
TEST_07908,E
TEST_07909,A
TEST_07910,C
TEST_07911,C
TEST_07912,A
TEST_07913,B
TEST_07914,B
TEST_07915,E
TEST_07916,B
TEST_07917,C
TEST_07918,D
TEST_07919,C
TEST_07920,E
TEST_07921,D
TEST_07922,B
TEST_07923,B
TEST_07924,C
TEST_07925,A
TEST_07926,B
TEST_07927,A
TEST_07928,A
TEST_07929,C
TEST_07930,C
TEST_07931,D
TEST_07932,D
TEST_07933,G
TEST_07934,A
TEST_07935,D
TEST_07936,E
TEST_07937,C
TEST_07938,D
TEST_07939,E
TEST_07940,C
TEST_07941,B
TEST_07942,C
TEST_07943,C
TEST_07944,B
TEST_07945,B
TEST_07946,C
TEST_07947,C
TEST_07948,B
TEST_07949,B
TEST_07950,C
TEST_07951,C
TEST_07952,B
TEST_07953,A
TEST_07954,B
TEST_07955,A
TEST_07956,B
TEST_07957,B
TEST_07958,A
TEST_07959,E
TEST_07960,B
TEST_07961,E
TEST_07962,E
TEST_07963,C
TEST_07964,B
TEST_07965,C
TEST_07966,B
TEST_07967,A
TEST_07968,B
TEST_07969,C
TEST_07970,C
TEST_07971,B
TEST_07972,A
TEST_07973,B
TEST_07974,D
TEST_07975,C
TEST_07976,A
TEST_07977,A
TEST_07978,C
TEST_07979,D
TEST_07980,C
TEST_07981,B
TEST_07982,C
TEST_07983,B
TEST_07984,B
TEST_07985,D
TEST_07986,B
TEST_07987,C
TEST_07988,C
TEST_07989,C
TEST_07990,B
TEST_07991,C
TEST_07992,D
TEST_07993,A
TEST_07994,B
TEST_07995,C
TEST_07996,B
TEST_07997,D
TEST_07998,A
TEST_07999,B
TEST_08000,B
TEST_08001,D
TEST_08002,B
TEST_08003,C
TEST_08004,A
TEST_08005,C
TEST_08006,B
TEST_08007,D
TEST_08008,C
TEST_08009,D
TEST_08010,C
TEST_08011,D
TEST_08012,B
TEST_08013,A
TEST_08014,C
TEST_08015,D
TEST_08016,B
TEST_08017,B
TEST_08018,E
TEST_08019,B
TEST_08020,A
TEST_08021,B
TEST_08022,B
TEST_08023,D
TEST_08024,B
TEST_08025,B
TEST_08026,B
TEST_08027,C
TEST_08028,C
TEST_08029,B
TEST_08030,C
TEST_08031,B
TEST_08032,A
TEST_08033,D
TEST_08034,A
TEST_08035,B
TEST_08036,A
TEST_08037,A
TEST_08038,C
TEST_08039,C
TEST_08040,C
TEST_08041,C
TEST_08042,B
TEST_08043,E
TEST_08044,A
TEST_08045,D
TEST_08046,B
TEST_08047,C
TEST_08048,C
TEST_08049,A
TEST_08050,C
TEST_08051,B
TEST_08052,B
TEST_08053,B
TEST_08054,C
TEST_08055,A
TEST_08056,D
TEST_08057,B
TEST_08058,B
TEST_08059,E
TEST_08060,B
TEST_08061,C
TEST_08062,A
TEST_08063,A
TEST_08064,B
TEST_08065,A
TEST_08066,A
TEST_08067,D
TEST_08068,A
TEST_08069,G
TEST_08070,A
TEST_08071,B
TEST_08072,D
TEST_08073,E
TEST_08074,B
TEST_08075,C
TEST_08076,A
TEST_08077,A
TEST_08078,C
TEST_08079,B
TEST_08080,B
TEST_08081,B
TEST_08082,D
TEST_08083,C
TEST_08084,B
TEST_08085,C
TEST_08086,B
TEST_08087,B
TEST_08088,B
TEST_08089,D
TEST_08090,B
TEST_08091,B
TEST_08092,E
TEST_08093,E
TEST_08094,C
TEST_08095,C
TEST_08096,C
TEST_08097,B
TEST_08098,B
TEST_08099,A
TEST_08100,B
TEST_08101,B
TEST_08102,C
TEST_08103,D
TEST_08104,D
TEST_08105,A
TEST_08106,B
TEST_08107,C
TEST_08108,C
TEST_08109,D
TEST_08110,A
TEST_08111,D
TEST_08112,D
TEST_08113,D
TEST_08114,D
TEST_08115,A
TEST_08116,C
TEST_08117,C
TEST_08118,B
TEST_08119,F
TEST_08120,B
TEST_08121,E
TEST_08122,C
TEST_08123,D
TEST_08124,C
TEST_08125,A
TEST_08126,C
TEST_08127,F
TEST_08128,C
TEST_08129,F
TEST_08130,C
TEST_08131,C
TEST_08132,G
TEST_08133,C
TEST_08134,B
TEST_08135,B
TEST_08136,B
TEST_08137,C
TEST_08138,F
TEST_08139,C
TEST_08140,D
TEST_08141,B
TEST_08142,D
TEST_08143,B
TEST_08144,A
TEST_08145,D
TEST_08146,B
TEST_08147,E
TEST_08148,C
TEST_08149,C
TEST_08150,D
TEST_08151,A
TEST_08152,A
TEST_08153,B
TEST_08154,A
TEST_08155,A
TEST_08156,E
TEST_08157,C
TEST_08158,B
TEST_08159,B
TEST_08160,A
TEST_08161,B
TEST_08162,B
TEST_08163,C
TEST_08164,B
TEST_08165,C
TEST_08166,D
TEST_08167,B
TEST_08168,G
TEST_08169,B
TEST_08170,B
TEST_08171,B
TEST_08172,D
TEST_08173,C
TEST_08174,C
TEST_08175,C
TEST_08176,B
TEST_08177,C
TEST_08178,B
TEST_08179,C
TEST_08180,C
TEST_08181,B
TEST_08182,C
TEST_08183,C
TEST_08184,B
TEST_08185,B
TEST_08186,B
TEST_08187,E
TEST_08188,D
TEST_08189,B
TEST_08190,C
TEST_08191,C
TEST_08192,C
TEST_08193,D
TEST_08194,D
TEST_08195,C
TEST_08196,A
TEST_08197,D
TEST_08198,B
TEST_08199,C
TEST_08200,B
TEST_08201,A
TEST_08202,C
TEST_08203,C
TEST_08204,C
TEST_08205,D
TEST_08206,A
TEST_08207,C
TEST_08208,D
TEST_08209,B
TEST_08210,C
TEST_08211,D
TEST_08212,C
TEST_08213,C
TEST_08214,B
TEST_08215,E
TEST_08216,B
TEST_08217,C
TEST_08218,B
TEST_08219,C
TEST_08220,C
TEST_08221,D
TEST_08222,B
TEST_08223,B
TEST_08224,C
TEST_08225,B
TEST_08226,C
TEST_08227,B
TEST_08228,B
TEST_08229,B
TEST_08230,A
TEST_08231,B
TEST_08232,B
TEST_08233,A
TEST_08234,C
TEST_08235,A
TEST_08236,D
TEST_08237,B
TEST_08238,C
TEST_08239,B
TEST_08240,B
TEST_08241,A
