user_id,subscription_duration,recent_login_time,average_login_time,average_time_per_learning_session,monthly_active_learning_days,total_completed_courses,recent_learning_achievement,abandoned_learning_sessions,community_engagement_level,preferred_difficulty_level,subscription_type,customer_inquiry_history,payment_pattern,target
4caa33c2,19,10,14.740000944916916,54.33759578585448,13,10,62.58585047459035,2,3,Low,Basic,2,0,1
fb1887f9,20,12,9.54573031221373,142.5163539194001,15,14,88.23665969768696,4,4,Low,Basic,0,4,1
9609089e,6,17,11.774780831606066,18.589426188258017,2,11,70.43918867085192,2,2,High,Basic,1,5,1
e94456fe,14,29,9.564211952749194,5.325092398598943,13,15,75.8565589728548,4,4,Low,Premium,4,5,0
1f198cb3,16,16,12.777803744584055,77.28721177959194,2,10,64.61666002330841,4,4,Low,Basic,2,5,1
e903bcf3,20,13,13.1702808181379,24.283765734041697,15,16,74.40437105068906,2,4,Low,Basic,0,7,0
f7d51e0d,13,1,14.957614315158716,68.63302802861294,23,10,86.35001147669433,1,1,High,Basic,2,0,1
d73a1cb2,22,12,23.872056785430203,44.38522321734597,5,16,83.01153955920088,1,5,Low,Premium,2,1,0
ab1e3735,12,8,12.807446648689243,1.973195276310323,11,11,78.94217916769882,6,3,Low,Basic,0,7,1
a15c5f5f,1,28,17.0049790705597,48.16498404008861,8,19,89.63999782914894,1,4,Low,Basic,6,3,0
5f09f4bb,15,21,20.439478583883268,168.95614276882137,6,10,70.93301378681683,4,4,Low,Premium,1,3,1
3575cbfe,8,20,15.353374306982367,82.04211529734842,14,12,79.66270065692902,6,3,Low,Basic,2,6,0
a3ba24b2,1,9,19.21289520157152,94.81763266916164,3,18,84.13305983347676,3,4,Medium,Premium,6,0,1
d045b3b6,2,6,10.910904660872792,40.7327235080264,13,10,84.11911454184022,2,5,High,Premium,5,0,1
f1352703,23,8,16.549029182347205,29.589079946653506,11,11,77.0839111052739,0,2,Medium,Basic,6,3,1
29d68523,16,3,13.011938999314218,25.771286269553944,12,6,72.10431105934092,4,5,Medium,Basic,4,0,1
394d097b,14,4,14.592348313686497,54.06744726563706,20,13,68.08404041844159,3,3,High,Basic,1,1,1
81474f48,23,9,14.45700250014823,59.4648276950364,8,17,80.09432602935668,0,5,Low,Premium,2,5,1
a947f0b6,12,17,14.843977919657169,54.37675463986673,24,15,87.00740935258166,5,5,Low,Premium,1,0,1
a7087134,16,17,13.969020743798996,28.784568260573916,23,9,53.64710245246103,4,5,Low,Basic,0,7,0
2fd3f02d,5,8,16.145296194475392,126.598627882227,22,9,77.56020614110294,5,1,Medium,Basic,1,6,0
e45d8147,11,8,16.032645073428125,67.83542583768653,9,14,77.51690176388264,2,4,Low,Basic,0,7,0
a4c0ed01,22,9,14.439375181269872,34.6231251521917,8,15,61.619653954670895,2,4,High,Premium,4,7,0
e7a5eef3,8,12,14.925844206691348,61.67556600315279,17,9,60.6808060204198,3,5,Medium,Basic,3,1,0
0cd3c522,11,27,16.050314410981716,20.429944260106566,15,13,64.65673185692489,6,1,High,Basic,1,1,0
bfb220f7,12,1,15.692621661103187,0.7540350491022031,10,12,81.9338419514798,7,5,Low,Premium,3,1,1
e9326ed7,23,23,12.19323581919539,63.95005528795462,4,6,75.52391870759132,3,3,Medium,Basic,3,5,1
cb81de5a,1,5,12.783418001684378,39.754983134096804,14,15,58.72190351779832,3,3,Low,Basic,3,2,0
df0d23cf,18,18,13.54896854283006,7.826920003863779,18,10,57.52677803157752,3,5,Low,Basic,5,0,0
a2dad252,13,21,17.757841137703455,9.57234385084164,6,9,69.29374901678732,3,1,Medium,Basic,0,0,1
027b13b8,12,18,13.597492627093253,67.22419972832787,21,5,78.74689305978964,5,3,Low,Basic,2,1,0
567b874f,23,6,15.258048250358884,33.972113917952434,15,12,60.96273164104083,2,3,Low,Basic,1,6,1
bb087b9b,16,26,17.452767067866944,6.662695142197726,24,13,81.32811455806181,2,1,Medium,Basic,4,4,1
b4258ee7,23,26,15.433319468146932,33.27668594064049,4,10,86.2859282497226,3,3,Low,Basic,2,6,1
b7267c22,21,26,12.912283893455417,108.69267506128429,6,11,85.00584342450844,1,5,Low,Basic,1,0,0
51f4e453,3,14,14.710560729477482,23.564757808503312,9,6,74.90878403412496,2,2,Low,Basic,3,2,1
78f00733,3,27,12.158529404486018,7.724109846098987,19,13,77.69270823256159,2,5,Low,Premium,1,2,1
a696d17c,11,11,10.442833158332244,36.200398617154455,4,12,80.43005687332725,1,3,Medium,Basic,3,2,0
4aacd618,5,8,13.471757082208622,13.709029861164177,20,16,81.35957297178314,2,3,Low,Basic,2,4,0
5146e849,5,26,11.705327734304277,26.73040557258441,16,11,81.01843835834491,1,2,Medium,Basic,1,6,1
d6a5014a,20,6,15.472037526365098,52.00391337133634,4,15,65.20542331406928,4,5,Low,Premium,3,5,1
7836639a,13,6,15.183202721350897,9.462223977174473,2,12,79.68671656759459,0,5,Low,Premium,4,2,1
3e3a0e48,18,12,16.3015012777026,12.586015291882758,3,17,76.19173641411231,1,5,Low,Premium,2,7,1
0926edb2,17,14,15.91335833167948,68.78896335017005,20,11,81.24564701408295,1,2,Low,Basic,0,4,1
c8ca189c,16,4,14.617513243195198,156.06059050507886,4,13,58.986932529803696,0,5,Low,Basic,0,1,0
20a023a2,7,24,15.183903704039867,56.70204373106555,16,14,71.4837214695151,4,4,Low,Basic,3,6,0
f2efddec,7,27,8.308781269049154,8.851013730098398,7,8,54.80623882151789,2,5,Low,Basic,2,5,1
77c08793,17,15,12.023870921538467,4.074962364091225,8,8,83.63143157494704,2,2,Low,Basic,3,3,1
7efffd86,10,10,14.28658351375725,20.78482890698831,21,15,81.42694811289529,5,2,Low,Basic,1,0,0
e8610d9b,14,6,13.988949736679048,111.68911407911149,2,15,62.84706078353199,4,4,Medium,Premium,1,3,1
048834e9,10,22,15.087633988597554,90.87733401131298,4,16,67.42587515725927,3,4,Medium,Premium,1,3,0
dc24e50a,22,14,15.324598668208326,15.346114759323203,5,15,73.04552738342879,2,5,Low,Premium,2,5,0
8fb012ff,3,27,11.265749771563868,36.96709650107381,16,12,60.26019821266495,5,3,Medium,Basic,1,6,1
7febabf0,10,27,16.824763293171937,34.58374351938129,11,8,57.71705170052506,6,4,Medium,Basic,4,6,1
16562744,15,14,14.437336420006678,11.767296115897514,5,11,82.94895421410253,1,3,Medium,Basic,3,5,0
3250a04d,5,11,13.502339694273976,20.416698526889515,10,11,71.75673234605352,1,4,Medium,Basic,1,2,0
f2a28a51,21,13,23.44394736928749,18.677799768866276,22,9,79.97091008666027,4,5,Low,Basic,1,1,1
a5202cdc,1,8,17.958054343213885,21.323045939785573,4,10,65.34465836317358,3,5,Low,Basic,1,4,0
e878f3c9,11,26,12.893195116539571,42.010732436418515,7,18,85.44735856215009,4,5,Low,Premium,0,3,1
60892be1,14,8,14.758876480393312,28.704207087056986,17,9,58.745834182057706,3,3,Medium,Premium,4,5,0
679e42ab,12,27,10.867754656155409,6.2690995803330365,2,14,50.584839221617806,2,5,Low,Premium,0,7,1
39564a22,3,19,13.13408567481932,52.650648959534216,13,12,74.88954394237835,3,3,Low,Basic,4,4,1
ae4a44c3,6,22,15.65956201364505,32.94147234492823,7,13,81.51455565855153,4,4,Medium,Premium,3,2,1
e8026c83,8,11,13.275288361938602,81.25315761313286,12,14,62.90572856080002,4,5,Low,Premium,1,3,1
dac8b03b,18,10,16.022887556226006,117.41270373136872,2,8,83.31142261567828,4,5,High,Basic,3,4,1
2fba9e0f,4,13,14.87672645613504,9.931469741334416,16,10,82.29440007981555,6,3,Low,Basic,3,2,1
ca111860,16,29,20.66406656031841,5.547215035821843,14,13,67.98608592895212,7,2,Medium,Basic,2,4,0
3426be58,3,14,17.309492332492336,55.93048095532395,6,11,65.81940453287507,3,4,High,Basic,2,6,1
5764f9e7,17,26,11.623478232080243,41.28728494494276,8,7,59.98129183874069,2,4,Medium,Basic,1,0,0
dc523488,20,16,17.68914536837523,3.1508767861324256,23,13,72.80195569475282,4,4,High,Basic,2,6,1
5acac6d4,19,8,16.475187520989664,36.5393915422737,22,10,78.8387776752223,3,5,Low,Basic,2,3,0
05db085e,19,17,21.12688704744859,89.98402113034153,19,12,63.73495711548614,4,5,Low,Basic,2,5,0
85e966fe,11,13,22.122028681873022,60.59525359837035,10,7,86.34760028784085,4,2,Medium,Basic,3,6,1
f15742fb,19,16,11.588936237711568,64.79237834026837,18,8,83.21045697908177,1,3,Low,Basic,2,0,0
cb2df472,4,28,14.84096722845395,165.02188295735445,24,15,63.73692528715373,2,5,Low,Premium,3,6,1
122996ac,22,5,14.900199463083291,33.33912567159171,18,11,91.01451240464344,2,3,High,Basic,1,5,0
aacdc545,18,10,14.4432690081034,9.275199467787418,14,11,76.51040228367482,2,3,Low,Basic,3,2,0
ec201366,8,7,12.275746212372592,61.849428852831416,12,11,101.06683422662744,1,1,Medium,Basic,3,4,0
d7e312f5,11,13,14.434581028648276,117.88617132202785,18,15,66.78057187861273,3,5,Low,Premium,0,0,1
e0b67a03,15,21,14.476140582828773,61.80166674617816,17,15,62.52319710648722,1,5,Medium,Premium,1,6,1
28f0c7a4,6,22,15.194829381927397,119.0274268567343,20,12,81.38946729468296,3,5,Low,Premium,4,0,1
0e2c421d,12,8,13.09205529244461,84.16000320009309,24,12,70.99478219974048,2,5,High,Premium,2,3,0
a524fe07,20,23,9.651052635589524,87.26464520104756,13,13,67.86414007356467,3,4,Low,Premium,3,6,1
30e39d55,11,13,12.105261148663336,1.6861050737862244,21,18,68.85662918957073,4,5,Low,Premium,2,1,0
cbae0967,11,5,12.65614132769028,123.69711063244226,16,14,81.91089295543166,4,5,Medium,Premium,4,4,0
f955193a,10,27,14.559584133140085,153.51842755991663,17,12,77.51239257349953,3,5,Low,Basic,1,0,0
5bfbe78d,4,4,20.01833721571829,77.09701660801933,23,9,89.2531458162482,4,5,Low,Premium,2,6,0
4c204f55,12,20,17.995951147919648,20.359657846781555,20,8,92.15215728705344,5,4,Medium,Basic,0,5,0
193cdf70,1,25,8.831394011009541,33.66294041316425,24,22,78.45413994777866,2,5,Low,Premium,1,6,1
7a87ca18,7,9,15.103114974244304,16.830981410383462,15,14,65.63718792961762,1,3,Low,Basic,2,1,1
462276ec,20,2,16.757895550678533,124.87591555978668,5,10,87.93921287452619,1,5,Low,Basic,0,0,0
0bb1bb8d,23,16,11.938433529677225,48.453640818692605,1,9,80.79116797764613,0,3,Medium,Premium,1,2,1
4cdc2813,22,24,17.421617955794083,63.16026938549678,9,5,59.48369591520857,2,2,Medium,Basic,1,0,0
11ee9f39,2,15,20.57884951743517,8.002817109485571,22,13,87.33623582030455,7,5,Low,Basic,1,4,1
d3eb0419,13,13,15.065554764544514,1.1463746569373863,12,18,87.78056237154901,6,5,Low,Basic,0,5,1
7befe7e3,10,7,14.270608977545704,111.15595531912618,18,14,72.69270386924542,2,3,Low,Basic,1,4,1
c8de80a0,20,11,14.50513891593293,21.21504623630131,6,14,80.15161767801307,1,3,High,Basic,4,0,0
0ea708f1,12,6,14.589486817744978,88.24688238858593,10,16,98.91429018457596,3,5,Low,Premium,1,2,1
85e2d868,4,22,13.615369195804146,62.08611111675813,11,12,66.3231651501502,6,5,Medium,Premium,4,5,1
e0cd2029,10,12,15.351539449004784,12.231073775843162,19,13,76.67816891951571,2,5,Low,Premium,1,7,1
c3068531,9,5,18.17743029683061,106.8926280840113,12,17,56.25464831730234,2,5,Low,Premium,1,7,0
572e5b29,21,2,14.456789242712148,161.9260030857057,17,7,75.8875328142484,1,3,Medium,Basic,0,1,0
fd1bce25,9,24,10.43580809923085,77.3785798051307,2,9,74.85161137527783,1,5,Medium,Basic,3,7,0
444360eb,10,9,16.395681768878628,2.32684665681016,9,10,69.19473648291762,1,3,Low,Basic,3,2,0
f7f82036,14,15,11.896886932446762,4.871862034871208,10,15,93.54591358087056,8,5,Medium,Premium,2,6,1
ca72ad1f,16,29,13.509262384469634,53.30264339949386,10,12,64.13938127750478,2,4,Low,Premium,1,2,1
0b91c7ab,16,19,18.564292611804888,73.80961486853,14,14,78.40771665054696,1,5,Low,Premium,1,2,1
173ec363,5,13,12.573883090465763,20.509731408678512,6,11,74.71351961808473,1,5,Low,Basic,2,7,1
4f9ef9f5,2,19,15.517293618686574,7.111024837869108,7,20,83.06363785692244,3,5,High,Premium,4,2,1
f7379952,6,4,8.995738949845059,53.52876700318308,24,7,76.8438054156721,4,2,High,Basic,0,3,0
1917049c,11,23,15.330765184244845,1.455060630163315,22,13,72.03533367499774,4,3,Low,Basic,2,1,0
d9ec1162,1,21,12.717441527545056,111.7194973612368,4,15,77.47279619615523,1,4,Low,Basic,2,2,0
0456b77f,20,9,18.536426418899364,139.00872663557217,11,14,70.76493961470895,1,5,Low,Premium,0,2,1
9cf7334c,7,24,12.272251944882465,31.505735694908758,9,11,79.83516432432587,3,5,Low,Basic,0,5,0
156d020d,4,15,10.383009092692191,1.331216452444927,18,16,89.20563191335074,6,4,Medium,Premium,0,2,1
49e56b94,17,12,18.704457064762483,44.51112575881992,10,19,82.96188241044732,4,2,High,Basic,3,7,1
dceadcdf,4,9,17.744426099312893,119.76829612240546,22,12,76.4119116335091,2,5,Low,Premium,2,7,0
4daa5daf,7,14,11.30613079649437,99.83895727597941,14,12,55.836387784898,2,4,Low,Basic,2,2,0
244d6e0b,10,3,15.34491506212986,31.062507552131528,1,11,68.10827061465082,1,5,Low,Basic,2,3,1
6c265391,6,4,13.742882350812245,8.290403315103662,13,10,68.43321070160046,5,3,Medium,Basic,2,0,1
1aeb9b1d,12,7,8.718299707040163,14.549379825245689,2,8,60.0983167770399,3,1,Medium,Basic,1,2,1
492c0923,18,26,18.09439317670977,29.4887441073831,16,8,68.0629218447213,3,5,Low,Basic,1,3,1
e70b3e12,12,9,12.07813715811941,9.057327611834012,16,17,89.16135249096469,4,5,Low,Premium,3,6,1
2995debc,4,15,12.533246940948144,50.408399981453165,16,11,54.382885937061886,4,2,High,Basic,3,2,1
c812c3ea,21,1,14.785522220445396,146.69953380029102,2,15,64.50581505948172,3,5,Low,Premium,0,3,0
0b204d92,15,18,18.70819030599175,9.270502161361241,7,12,66.6769257868759,5,5,Low,Basic,1,4,0
f33b4d61,15,18,14.616582309234214,11.138727135690067,16,12,83.51494673496559,3,4,Low,Basic,4,0,0
63bb62da,17,2,22.022125208901222,54.2573846007618,19,8,71.61954881063781,2,4,Medium,Basic,4,4,1
9a66ea56,4,20,9.320032786300244,55.02212901160848,5,13,66.36088838993078,1,3,High,Basic,1,3,1
0c61cd98,22,27,15.104081549544238,29.3650426110232,1,13,66.2138781051993,0,5,Medium,Premium,2,0,1
8fb3f7bf,7,18,23.50165249742519,48.49698783729852,20,14,57.439799327455766,1,2,Low,Basic,3,2,0
915bef66,12,29,16.631850051626603,227.15466758472022,4,9,67.40103684607406,3,3,High,Premium,3,3,1
6c946501,7,19,13.374786604594664,1.2918711971286816,6,12,54.85260874311995,2,4,Low,Basic,3,0,1
53a18c55,21,21,20.019738612493704,18.67127277478979,18,17,99.67957598754636,2,4,High,Basic,2,1,1
8221620c,3,9,15.356768646119804,26.911677383409724,20,13,72.99791276384694,4,3,Low,Basic,2,1,0
c6a2d000,1,6,15.49307852832158,3.2561043407165853,21,18,78.7092547567359,4,3,Medium,Premium,2,4,1
ef7b2858,2,26,11.998533509815182,66.94556005409709,19,14,73.67465523181154,0,5,Medium,Premium,2,4,0
67352a4d,23,2,18.15843259492256,52.34248945983314,19,12,67.73463405886365,4,2,Medium,Basic,1,6,1
9052d544,22,3,15.597298626227442,82.03802776671284,10,10,73.84497445750806,2,2,Medium,Basic,3,0,1
efb2d432,5,15,11.623746117710157,9.557548405252296,6,11,75.22146288654386,5,5,High,Premium,3,7,1
767784a9,14,14,17.7907649339247,43.03624747263759,13,16,69.02195309254783,2,5,High,Premium,2,3,1
5e97b010,9,16,15.678172451096524,2.50796870178606,19,17,92.83136448249996,2,5,Low,Basic,3,2,1
86076660,8,26,14.178416048006596,18.043269057065206,4,14,78.68087783353246,2,3,Medium,Premium,1,3,1
93dbe7fb,23,5,11.983050652716312,132.69483653080846,9,5,88.98671343437243,3,1,Medium,Basic,0,2,1
df30532d,18,22,3.969999827393547,20.231854056433967,21,8,77.21225637571493,6,2,Low,Basic,2,1,1
53d66f16,21,27,18.113729203695595,5.5860548267861025,17,11,83.43552286272637,2,2,Low,Basic,1,2,0
83be153b,9,26,10.666949621416627,37.86384243495262,10,15,89.50999574934544,4,5,Low,Basic,1,4,0
33369e65,6,16,19.6608184148928,8.559324825407868,9,9,77.75642684320466,1,3,Medium,Premium,5,7,0
5ffe1470,2,14,15.863338160366787,96.75899240060896,9,9,74.11775054501715,3,5,Medium,Premium,4,6,0
eeddd238,23,27,10.402385536642084,11.307393283258135,23,17,86.78082996413896,4,5,Low,Premium,2,6,0
20f0067c,19,21,20.195920546425658,56.54861624942684,19,10,62.21898426627588,3,5,Low,Basic,1,6,1
e05f7e6d,11,15,11.682759439152528,46.11050629415034,19,13,84.66169216128095,6,1,High,Basic,1,3,0
df6a8166,12,14,13.308608554013006,6.214865932925094,3,11,75.84952343870137,3,2,High,Basic,3,5,0
ee2709cd,8,5,15.314197344998725,82.39577827324203,4,16,89.56955140630942,2,4,High,Basic,2,4,1
9e5d4b1d,11,24,16.773600166583954,5.1303495194144295,14,11,76.97964043815043,2,4,Low,Basic,4,2,0
db33d882,22,15,18.725205608365847,68.40500013050227,13,17,75.7141820772324,3,4,Low,Basic,2,7,1
b6090ffc,8,21,16.27035178724939,87.3415762876272,5,9,87.15402533045015,9,2,Low,Basic,1,7,0
5f915fc4,13,15,20.13186683504472,0.9636033731541648,9,12,81.58569617990548,5,4,Medium,Premium,2,6,1
84a77f8b,23,1,14.66912765161794,7.1908137932195055,6,13,71.57894416966957,4,5,Low,Premium,2,6,1
fa037c22,23,21,14.320941476886576,63.64885317303213,7,7,64.88556943611394,6,4,Medium,Basic,3,3,1
f81305e1,20,27,15.811659096900431,80.09299298608967,7,16,92.2842118565768,0,5,Low,Premium,5,4,0
ea16562e,14,27,17.558377401507506,27.65862945367907,22,5,76.65276414096641,0,5,High,Basic,1,7,1
825819d3,11,8,13.82464826284924,17.361937914400276,5,10,75.44021845675881,3,2,Medium,Basic,0,4,1
41ef54d7,4,13,15.374454095414317,46.60756246754041,7,15,94.96319638839527,1,4,Low,Premium,2,2,0
b6fff351,21,17,11.005373735928478,35.814770139176254,5,12,72.82209816866809,3,4,Medium,Basic,2,4,1
806bf4f0,21,4,17.484894484694234,64.64029333306016,21,13,71.31433880264768,3,5,Medium,Premium,3,4,1
43aa6a22,18,8,18.592426393560903,26.996766448001257,4,11,78.75468709241241,1,3,Low,Basic,1,7,0
25e2f48c,20,13,15.39629959291504,31.62033245074717,13,8,82.27371030653224,5,3,Medium,Basic,2,6,0
dc08f755,6,6,17.82434529317801,3.443963117932091,22,13,74.91729148604198,5,5,Low,Basic,1,2,0
56737c5c,2,2,17.108652079455418,0.06444517269655546,15,13,66.93362622059603,2,5,Low,Premium,2,6,0
56195ff9,13,18,14.517380505983043,26.930381452408422,15,15,88.4714462463566,5,3,Low,Basic,4,5,1
7542417c,8,15,11.169864163078795,68.31096671629687,16,10,84.46496016393743,4,4,Medium,Basic,1,7,0
0120a1d6,6,9,17.266733287181335,56.81825277362758,9,16,89.55103834561135,5,5,Low,Basic,0,2,1
3bdaca64,21,20,21.23851831018036,110.3717990009284,24,10,92.33501121388623,1,3,Medium,Basic,0,4,1
a7c01714,3,6,12.012063132207956,41.02786910129311,2,14,67.27293865803333,3,5,Low,Premium,1,5,0
612c72e8,17,29,14.28188115282785,27.6272098099432,24,10,87.3357205726505,1,2,Medium,Basic,1,3,0
78a3de1d,14,20,8.789479053997233,79.3122602538575,2,10,64.02392392540293,1,2,High,Basic,5,4,0
c94cc4ba,9,17,14.344215085679334,60.113486719326275,22,12,62.986837308258615,5,3,Low,Basic,1,2,1
96ea6858,8,12,8.29878290600288,23.112784509666472,23,10,83.99488428540027,2,2,Medium,Basic,1,0,1
68d0a753,2,5,18.15114531228017,11.051566579856832,13,12,83.0800557426059,6,2,Medium,Basic,3,3,1
25037207,2,22,13.830633123916035,82.65290147804106,4,10,75.05831969255303,3,4,Low,Basic,3,4,1
07ac82b5,2,11,12.627115259659874,54.47033484483329,7,8,67.0129795866994,2,1,Medium,Basic,2,6,1
9216dc79,10,9,14.566407632946367,57.847883557399975,21,11,68.3176171870077,5,2,Medium,Basic,4,5,1
27205342,5,9,11.554426790170488,40.13631409556768,19,18,78.35325845799899,2,5,Low,Premium,2,5,1
62600c4c,7,22,16.67330992271321,122.83803371722976,20,13,77.43483678591714,2,5,Low,Premium,2,4,1
4f766cad,2,8,19.027004320812047,26.04211617732284,13,14,85.56049206567693,2,3,Medium,Basic,2,2,1
716bd124,19,10,13.298699844036276,58.875521867084935,12,13,68.8785576458418,3,4,Medium,Basic,0,7,1
b54f5142,21,15,12.000665965354884,24.953277642174506,6,15,79.92876136929566,3,3,Medium,Premium,1,7,0
f18d2331,11,18,13.887448337264924,99.81328900053168,19,9,71.30515714224113,5,2,Medium,Basic,1,6,1
957a72e5,16,9,13.029689503834934,87.14722847442961,7,16,56.22117187880841,5,5,Medium,Basic,4,5,0
9466fd85,4,6,16.627889311244658,13.4140131600763,18,9,74.97806871101577,3,2,Medium,Basic,1,0,0
4f50fb52,19,13,10.796934126305958,32.45131851387788,5,16,79.39799239479717,3,3,Medium,Premium,5,4,1
3acb32b7,22,18,15.896083479291962,31.723828896980592,7,14,75.17969838196747,2,4,Low,Basic,3,7,0
c5f094b7,7,1,15.268573495348472,63.3098547262713,19,10,81.60302042207276,0,5,Medium,Basic,2,6,1
54ad4494,21,16,10.811931289187452,70.31753303063918,18,13,62.750665668443055,3,4,Low,Premium,1,3,0
ccfed711,22,26,14.212015042678235,139.37496161308502,5,21,78.79703803328454,6,4,Low,Premium,1,1,0
ff4e45cd,1,18,11.409859125125308,11.78341601662117,18,11,75.01793649659764,1,3,High,Basic,1,2,1
9ebffbdc,15,12,13.894057011496276,34.15546525334403,1,15,63.23506569473395,2,4,Medium,Premium,0,7,1
f6d4d768,4,4,10.381213321082663,47.82052279554369,9,8,76.77326570461554,2,1,High,Basic,5,4,1
d50a7f48,22,28,18.77232140417751,16.67196232976675,15,15,77.37967425988619,3,4,Low,Premium,4,4,0
94354de0,6,26,17.362666474613324,56.984766792643846,3,9,93.24863252079696,1,3,Medium,Basic,0,3,0
bd734e8d,8,24,13.927585347671693,11.719020954171157,17,14,95.31792412185106,3,2,Low,Basic,0,4,1
162ea884,17,17,13.881976170117335,20.364822812756763,15,15,80.4881175867173,2,5,Medium,Premium,2,3,1
4350baeb,12,27,15.18857400420588,23.69718883704192,16,9,81.36075967650233,2,4,Low,Basic,1,1,1
727a2dc7,12,7,12.37400302933165,19.787084764973166,17,10,74.30877837255638,2,3,Medium,Premium,4,4,0
673d6e8a,13,29,14.08032650957938,89.24898620052565,20,13,87.60821207237946,1,3,Medium,Premium,3,3,1
61938f2d,3,5,12.127788421939252,390.0693190592743,23,13,74.02194055221399,2,4,Low,Premium,1,1,1
798e1967,23,21,14.65635215120698,23.59094541889485,20,11,70.72647444401046,6,5,Medium,Basic,0,3,1
de55d340,6,12,12.914058008996566,26.10540356412378,10,14,86.74741777902686,4,5,High,Basic,2,5,1
ead4188f,18,18,14.141426299500516,41.42388305982218,12,14,86.92858882014391,5,4,Low,Premium,2,5,0
8c309449,15,2,16.74310942871278,2.3838426149368392,21,4,67.61721194015023,2,5,High,Basic,2,0,1
cae7d6e0,6,8,13.723603226041387,77.70556768901044,19,11,73.20401937195848,3,3,Medium,Basic,2,7,0
fb8a45e3,15,23,16.141748112937798,17.155105516902974,24,13,78.16250833474079,4,2,Medium,Basic,4,3,1
9f45ee77,18,9,11.369283919704388,1.850795127594067,12,9,94.76623238501963,4,4,Medium,Premium,6,0,1
80364442,10,24,17.695448171932107,383.5397455728215,2,14,63.33372047141504,1,5,Low,Premium,5,0,1
b040a0cd,15,23,15.525462918267491,21.22722239953136,10,15,71.86585007540751,2,5,Low,Premium,3,5,1
e92cfd37,13,25,15.403490217747654,17.57625187345846,20,8,75.03525705597396,1,4,High,Basic,0,4,1
b50cc82a,3,4,15.946967970979111,89.98025359414069,19,17,79.76441689093672,4,5,Low,Premium,1,5,0
232f7fc7,4,23,21.759865557195543,24.866176494852155,20,9,70.5407834163164,3,3,High,Basic,2,3,1
d119fe6a,1,8,16.048456434396325,155.246466197849,9,17,74.65529376079354,4,2,Low,Basic,2,7,1
c79b33c6,13,4,8.082399037699972,56.45938006393532,23,9,84.89244687235056,4,5,Medium,Basic,3,0,0
a748a0d9,13,19,13.127997902393874,52.628293833248954,8,10,67.47249757458655,3,3,Medium,Premium,5,0,1
b4d65c14,13,20,16.09510613448153,57.273080772390685,21,10,76.69712907756615,4,5,Medium,Premium,1,4,0
5a056372,20,6,21.19878996861012,5.988429961954419,19,8,85.39979145257018,2,1,Medium,Basic,0,5,1
6eb9cc10,1,27,13.480636553162926,183.74528627230202,3,17,83.50821744227929,3,5,Low,Premium,1,2,1
562460c1,18,24,12.366858012127762,28.383931305584717,3,9,73.97768011378375,4,4,Low,Basic,0,4,1
8deb6fe7,3,24,14.45337182773284,17.269523034694405,16,16,64.67779665999083,2,5,Low,Premium,2,2,1
f081aa39,19,1,15.901842877772498,7.1810084278753425,5,16,66.23474632390621,6,5,Medium,Premium,5,3,0
24ac7b2c,20,1,20.48423609515612,33.99564158525955,8,15,91.45448175542164,6,5,Medium,Premium,1,0,0
881b66dc,5,3,18.87153882479746,53.57752992501492,11,13,77.71307744831961,2,3,High,Basic,1,0,0
7888b42e,22,29,15.722746092203176,187.89228117506292,2,12,75.80606064822446,6,3,Medium,Basic,3,2,1
c2e5b929,6,13,16.300987969899733,28.7047194658161,14,7,81.56332489422205,2,4,Medium,Basic,0,7,1
e77c0d06,18,12,16.264947708391023,104.49650219877199,19,17,71.54857067906342,2,5,Low,Premium,3,7,1
8cba5a3f,7,11,17.05180934857013,44.49223296911901,8,11,76.09628190903405,2,1,High,Basic,3,7,1
e97cbc03,16,16,12.047420527234916,36.51620211045027,13,9,70.1906309226529,4,5,High,Basic,4,0,1
74457c2b,2,15,17.714306727819775,1.080648372836379,13,10,92.52268198266304,4,1,Medium,Basic,3,3,0
2cd2915c,16,24,15.790686674344323,5.4085676943292365,11,11,77.00270396717033,1,3,Medium,Premium,3,2,1
59e43370,10,20,18.71281454532308,60.83233481898286,18,12,76.56473057028097,6,4,Low,Premium,2,4,0
e9f754ce,23,25,12.334531796852028,6.924011176259807,11,14,65.43649845826309,4,2,Low,Basic,1,0,1
1e82b09a,14,13,18.52295348405261,26.74914611543093,4,12,48.65228049761391,3,5,Medium,Basic,1,6,1
1f2e7de6,18,24,14.599686268512889,18.089446618104525,7,9,91.4636115834511,1,5,High,Basic,1,1,0
e244cb04,13,18,11.215453772288155,18.426931373720027,12,15,77.39253108786622,4,5,Low,Basic,4,2,0
d48b711d,22,10,14.328918734530475,74.68968330968654,11,9,72.74044220451302,3,5,Low,Basic,3,1,0
ef4b893d,23,18,14.398955560437216,123.52719133205846,12,13,78.38022257953641,2,5,Medium,Premium,1,1,1
c73ed30e,14,4,16.003390854899813,13.20794716059622,8,11,93.62434006151794,3,5,Low,Basic,3,6,1
1004feb9,19,19,13.747979198498063,7.199399740566677,20,17,73.14028409243608,3,5,Low,Basic,1,5,0
c8d024df,16,4,16.141614004643362,15.84804025220063,22,16,75.10693104815937,1,3,Low,Basic,4,2,1
5fbce9e6,3,24,18.84102219094972,15.73608748409655,11,13,78.78950652934142,0,2,Low,Basic,3,0,0
64256ea7,12,24,19.27647672732564,11.062102178791609,18,16,76.89166688471052,3,5,Low,Premium,0,4,1
